TARİH,SAAT,CEH.3 ÜST1 SET ISI_FARK
2024-12-12,22:28:00,104
2024-12-12,22:31:00,63
2024-12-12,22:32:00,51
2024-12-12,22:30:00,76
2024-12-16,22:12:00,366
2024-12-16,22:15:00,257
2024-12-16,22:16:00,229
2024-12-16,22:17:00,206
2024-12-16,22:19:01,166
2024-12-16,22:20:00,150
2024-12-16,22:21:00,133
2024-12-16,22:22:01,118
2024-12-16,22:23:01,103
2024-12-16,22:25:01,76
2024-12-16,22:27:01,51
2024-12-16,22:11:00,376
2024-12-16,22:10:01,378
2024-12-16,09:39:08,65
2024-12-16,09:40:09,58
2024-12-16,09:29:09,94
2024-12-16,09:28:09,95
2024-12-17,22:27:03,217
2024-12-17,22:28:03,196
2024-12-17,22:29:03,177
2024-12-17,22:30:03,159
2024-12-17,22:31:03,143
2024-12-17,22:32:03,127
2024-12-17,22:33:03,113
2024-12-17,22:34:03,99
2024-12-17,22:35:03,85
2024-12-17,22:36:03,72
2024-12-17,22:26:03,241
2024-12-17,22:25:03,270
2024-12-17,22:23:03,347
2024-12-17,22:24:03,306
2024-12-17,17:31:27,63
2024-12-17,22:20:03,394
2024-12-17,22:21:03,393
2024-12-17,22:22:03,382
2024-12-17,08:40:27,55
2024-12-17,08:15:28,178
2024-12-17,08:16:27,175
2024-12-17,08:18:28,51
2024-12-18,22:37:16,412
2024-12-18,22:39:17,391
2024-12-18,22:40:17,352
2024-12-18,22:41:17,312
2024-12-18,22:44:17,228
2024-12-18,22:45:17,207
2024-12-18,22:47:16,172
2024-12-18,22:48:17,156
2024-12-18,22:49:16,140
2024-12-18,22:51:16,111
2024-12-18,22:52:16,97
2024-12-18,22:53:16,84
2024-12-18,22:54:17,72
2024-12-18,22:55:16,60
2024-12-18,22:42:17,278
2024-12-18,04:27:27,60
2024-12-18,04:30:35,68
2024-12-18,07:45:16,220
2024-12-18,07:46:16,198
2024-12-18,07:47:16,162
2024-12-18,07:43:16,225
2024-12-18,07:49:16,105
2024-12-18,07:50:16,84
2024-12-18,07:51:16,65
2024-12-18,07:48:16,130
2024-12-19,22:48:43,378
2024-12-19,22:49:42,376
2024-12-19,22:50:42,352
2024-12-19,22:51:42,311
2024-12-19,22:53:42,241
2024-12-19,22:54:42,216
2024-12-19,22:55:42,196
2024-12-19,22:56:42,177
2024-12-19,22:57:42,160
2024-12-19,22:58:42,144
2024-12-19,22:59:42,129
2024-12-19,23:00:42,115
2024-12-19,23:01:42,101
2024-12-19,23:03:42,76
2024-12-19,23:04:42,64
2024-12-19,23:05:42,53
2024-12-19,03:46:48,195
2024-12-19,03:47:48,183
2024-12-19,03:48:48,147
2024-12-19,03:49:48,110
2024-12-19,03:50:48,82
2024-12-19,03:45:48,195
2024-12-19,03:08:24,142
2024-12-19,06:11:24,182
2024-12-19,07:30:37,287
2024-12-19,07:31:38,259
2024-12-19,07:32:37,220
2024-12-19,07:34:37,159
2024-12-19,07:35:37,137
2024-12-19,07:36:37,117
2024-12-19,07:37:37,99
2024-12-19,07:39:37,66
2024-12-19,07:40:37,51
2024-12-19,07:29:38,290
2024-12-23,22:49:27,450
2024-12-23,22:50:26,447
2024-12-23,22:51:26,430
2024-12-23,22:52:26,391
2024-12-23,22:53:26,349
2024-12-23,22:54:26,313
2024-12-23,22:55:26,285
2024-12-23,22:56:26,261
2024-12-23,22:57:26,240
2024-12-23,22:58:26,221
2024-12-23,23:00:26,187
2024-12-23,23:01:26,172
2024-12-23,23:02:27,157
2024-12-23,23:03:26,143
2024-12-23,23:04:26,129
2024-12-23,23:05:26,116
2024-12-23,23:06:26,103
2024-12-23,23:08:26,79
2024-12-23,23:09:27,68
2024-12-23,23:10:26,58
2024-12-24,22:23:00,95
2024-12-24,22:25:00,69
2024-12-24,22:26:00,57
2024-12-24,22:20:00,141
2024-12-24,22:18:00,176
2024-12-24,22:15:00,245
2024-12-24,22:16:00,218
2024-12-24,22:10:01,363
2024-12-24,22:12:00,352
2024-12-24,22:14:00,279
2024-12-25,22:39:25,86
2024-12-25,22:40:25,81
2024-12-25,22:41:25,68
2024-12-25,22:42:25,56
2024-12-26,22:55:04,65
2024-12-26,17:00:51,124
2024-12-26,22:34:04,449
2024-12-26,22:35:04,453
2024-12-26,22:36:04,443
2024-12-26,22:37:04,409
2024-12-26,22:38:04,365
2024-12-26,22:40:04,295
2024-12-26,22:41:04,269
2024-12-26,22:42:04,247
2024-12-26,22:43:04,228
2024-12-26,22:44:04,210
2024-12-26,22:45:04,194
2024-12-26,22:47:04,162
2024-12-26,22:48:04,148
2024-12-26,22:49:04,135
2024-12-26,22:50:04,122
2024-12-26,22:53:04,86
2024-12-26,22:39:04,327
2024-12-26,22:54:04,75
2024-12-30,16:41:17,539
2024-12-30,16:42:16,539
